address,year
"г. Пермь, ул. Кировоградская, д. 69",1949
"г. Пермь, ул. Кировоградская, д. 71",1958
"г. Пермь, ул. Кировоградская, д. 71/1",1980
"г. Пермь, ул. Кировоградская, д. 73а",1958
"г. Пермь, ул. Кировоградская, д. 75",1958
"г. Пермь, ул. Кировоградская, д. 136",1917
"г. Пермь, ул. Кировоградская, д. 138 а",1917
"г. Пермь, ул. Кировоградская, д. 140",1917
"г. Пермь, ул. Кировоградская, д. 182 б",1917
"г. Пермь, ул. Кировоградская, д. 188, к. а",1917
"г. Пермь, ул. Кирпичный завод, д. 1",1947
"г. Пермь, ул. Кирпичный завод, д. 2",1951
"г. Пермь, ул. Кирпичный завод, д. 3",1950
"г. Пермь, ул. Кирпичный завод, д. 4",1951
"г. Пермь, ул. Кирпичный завод, д. 5",1952
"г. Пермь, ул. Клары Цеткин, д. 1",1940
"г. Пермь, ул. Клары Цеткин, д. 2",1940
"г. Пермь, ул. Клары Цеткин, д. 3",1936
"г. Пермь, ул. Клары Цеткин, д. 9",2009
"г. Пермь, ул. Клары Цеткин, д. 11",1962
"г. Пермь, ул. Клары Цеткин, д. 13",1967
"г. Пермь, ул. Клары Цеткин, д. 17",1970
"г. Пермь, ул. Клары Цеткин, д. 19",1968
"г. Пермь, ул. Клары Цеткин, д. 19, к. а",1992
"г. Пермь, ул. Клары Цеткин, д. 21",1980
"г. Пермь, ул. Клары Цеткин, д. 21А",1988
"г. Пермь, ул. Клары Цеткин, д. 23",1981
"г. Пермь, ул. Клары Цеткин, д. 23А",1990
"г. Пермь, ул. Клары Цеткин, д. 25",1982
"г. Пермь, ул. Клары Цеткин, д. 25А",2012
"г. Пермь, ул. Клары Цеткин, д. 27",1983
"г. Пермь, ул. Клары Цеткин, д. 29",1984
"г. Пермь, ул. Клары Цеткин, д. 31",1986
"г. Пермь, ул. Клары Цеткин, д. 33",1990
"г. Пермь, ул. Клименко, д. 20",2006
"г. Пермь, ул. Клубная, д. 2",1972
"г. Пермь, ул. Клубная, д. 3",1993
"г. Пермь, ул. Клубная, д. 5",1993
"г. Пермь, ул. Козьмы Минина, д. 1, к. а",1976
"г. Пермь, ул. Козьмы Минина, д. 1а",1976
"г. Пермь, ул. Козьмы Минина, д. 3",1950
"г. Пермь, ул. Козьмы Минина, д. 5",1989
"г. Пермь, ул. Козьмы Минина, д. 6",1960
"г. Пермь, ул. Козьмы Минина, д. 7",1992
"г. Пермь, ул. Колвинская, д. 26",1953
"г. Пермь, ул. Коломенская, д. 3",1978
"г. Пермь, ул. Коломенская, д. 5",1986
"г. Пермь, ул. Коломенская, д. 7",1987
"г. Пермь, ул. Коломенская, д. 9",1985
"г. Пермь, ул. Коломенская, д. 11",1977
"г. Пермь, ул. Коломенская, д. 12",1946
"г. Пермь, ул. Коломенская, д. 13",1976
"г. Пермь, ул. Коломенская, д. 15",1976
"г. Пермь, ул. Коломенская, д. 17",1975
"г. Пермь, ул. Коломенская, д. 19",1974
"г. Пермь, ул. Коломенская, д. 24",1970
"г. Пермь, ул. Коломенская, д. 24, к. а",1969
"г. Пермь, ул. Коломенская, д. 24а",1969
"г. Пермь, ул. Коломенская, д. 26",1969
"г. Пермь, ул. Коломенская, д. 32",1978
"г. Пермь, ул. Коломенская, д. 34",1993
"г. Пермь, ул. Коломенская, д. 34, лит. А",1993
"г. Пермь, ул. Коломенская, д. 51",1975
"г. Пермь, ул. Коломенская, д. 55",1982
"г. Пермь, ул. Коломенская, д. 55, лит. б",1982
"г. Пермь, ул. Коломенская, д. 55, к. а",1994
"г. Пермь, ул. Коломенская, д. 55А",1994
"г. Пермь, ул. Коломенская, д. 59",1989
"г. Пермь, ул. Колхозная 1-я, д. 2",1983
"г. Пермь, ул. Колыбалова, д. 14",1959
"г. Пермь, ул. Колыбалова, д. 16",1959
"г. Пермь, ул. Колыбалова, д. 16 лит А",1959
"г. Пермь, ул. Колыбалова, д. 18",1959
"г. Пермь, ул. Колыбалова, д. 20",1959
"г. Пермь, ул. Колыбалова, д. 22",1959
"г. Пермь, ул. Колыбалова, д. 24",1959
"г. Пермь, ул. Колыбалова, д. 26",1959
"г. Пермь, ул. Колыбалова, д. 26 лит А",1959
"г. Пермь, ул. Колыбалова, д. 28",1960
"г. Пермь, ул. Колыбалова, д. 28 лит А",1960
"г. Пермь, ул. Колыбалова, д. 30",1959
"г. Пермь, ул. Комбайнеров, д. 26",1962
"г. Пермь, ул. Комбайнеров, д. 32",1961
"г. Пермь, ул. Комбайнеров, д. 36",1962
"г. Пермь, ул. Комбайнеров, д. 38",1956
"г. Пермь, ул. Комбайнеров, д. 39",2005
"г. Пермь, ул. Комбайнеров, д. 39, к. б",2014
"г. Пермь, ул. Комбайнеров, д. 44",1959
"г. Пермь, ул. Коминтерна, д. 6",1934
"г. Пермь, ул. Коминтерна, д. 11",1975
"г. Пермь, ул. Коминтерна, д. 13",1952
"г. Пермь, ул. Коминтерна, д. 14, к. а",1935
"г. Пермь, ул. Коминтерна, д. 14А",1935
"г. Пермь, ул. Коминтерна, д. 20",1989
"г. Пермь, ул. Коминтерна, д. 24",1960
"г. Пермь, ул. Коминтерна, д. 26",1960
"г. Пермь, ул. Коминтерна, д. 28",1970
"г. Пермь, ул. Коминтерна, д. 30",1984
"г. Пермь, ул. Комиссара Пожарского, д. 10",1977
"г. Пермь, ул. Комиссара Пожарского, д. 11",1976
"г. Пермь, ул. Комиссара Пожарского, д. 12",1977
"г. Пермь, ул. Комиссара Пожарского, д. 14",1977
"г. Пермь, ул. Комиссара Пожарского, д. 15",1977
"г. Пермь, ул. Комиссара Пожарского, д. 17",1976
"г. Пермь, ул. Комиссара Пожарского, д. 21",2015
"г. Пермь, ул. Композитора Глинки, д. 1",1976
"г. Пермь, ул. Композитора Глинки, д. 3",1973
"г. Пермь, ул. Композитора Глинки, д. 3а",1973
"г. Пермь, ул. Композитора Глинки, д. 4",1981
"г. Пермь, ул. Композитора Глинки, д. 5",1973
"г. Пермь, ул. Композитора Глинки, д. 7",1973
"г. Пермь, ул. Композитора Глинки, д. 8",1978
"г. Пермь, ул. Композитора Глинки, д. 10",1979
"г. Пермь, ул. Композитора Глинки, д. 11",1980
"г. Пермь, ул. Композитора Глинки, д. 13",1980
"г. Пермь, ул. Композитора Глинки, д. 15",1980
"г. Пермь, пр-кт. Комсомольский, д. 3",1970
"г. Пермь, пр-кт. Комсомольский, д. 7",1970
"г. Пермь, пр-кт. Комсомольский, д. 8",2e3
"г. Пермь, пр-кт. Комсомольский, д. 10",1962
"г. Пермь, пр-кт. Комсомольский, д. 11",1970
"г. Пермь, пр-кт. Комсомольский, д. 14",1951
"г. Пермь, пр-кт. Комсомольский, д. 16",1957
"г. Пермь, пр-кт. Комсомольский, д. 17",1961
"г. Пермь, пр-кт. Комсомольский, д. 24",1961
"г. Пермь, пр-кт. Комсомольский, д. 30",1960
"г. Пермь, пр-кт. Комсомольский, д. 31А",1957
"г. Пермь, пр-кт. Комсомольский, д. 32",1961
"г. Пермь, пр-кт. Комсомольский, д. 33",1959
"г. Пермь, пр-кт. Комсомольский, д. 36",1959
"г. Пермь, пр-кт. Комсомольский, д. 40",1960
"г. Пермь, пр-кт. Комсомольский, д. 41",1960
"г. Пермь, пр-кт. Комсомольский, д. 44",1959
"г. Пермь, пр-кт. Комсомольский, д. 47",1956
"г. Пермь, пр-кт. Комсомольский, д. 49",1954
"г. Пермь, пр-кт. Комсомольский, д. 50",1952
"г. Пермь, пр-кт. Комсомольский, д. 51",1953
"г. Пермь, пр-кт. Комсомольский, д. 51а",1965
"г. Пермь, пр-кт. Комсомольский, д. 52",1958
"г. Пермь, пр-кт. Комсомольский, д. 56",1958
"г. Пермь, пр-кт. Комсомольский, д. 58",1953
"г. Пермь, пр-кт. Комсомольский, д. 60",1959
"г. Пермь, пр-кт. Комсомольский, д. 62",1956
"г. Пермь, пр-кт. Комсомольский, д. 63",1953
"г. Пермь, пр-кт. Комсомольский, д. 64",1957
"г. Пермь, пр-кт. Комсомольский, д. 65",1956
"г. Пермь, пр-кт. Комсомольский, д. 66",1959
"г. Пермь, пр-кт. Комсомольский, д. 67",1956
"г. Пермь, пр-кт. Комсомольский, д. 68",1958
"г. Пермь, пр-кт. Комсомольский, д. 69",1958
"г. Пермь, пр-кт. Комсомольский, д. 70",1953
"г. Пермь, пр-кт. Комсомольский, д. 71",1955
"г. Пермь, пр-кт. Комсомольский, д. 72",1957
"г. Пермь, пр-кт. Комсомольский, д. 73",1953
"г. Пермь, пр-кт. Комсомольский, д. 75",1952
"г. Пермь, пр-кт. Комсомольский, д. 76",1953
"г. Пермь, пр-кт. Комсомольский, д. 76.",1953
"г. Пермь, пр-кт. Комсомольский, д. 76 Лит А",1953
"г. Пермь, пр-кт. Комсомольский, д. 80",1954
"г. Пермь, пр-кт. Комсомольский, д. 81",1942
"г. Пермь, пр-кт. Комсомольский, д. 82",1953
"г. Пермь, пр-кт. Комсомольский, д. 84",1952
"г. Пермь, пр-кт. Комсомольский, д. 85",1939
"г. Пермь, пр-кт. Комсомольский, д. 86",1952
"г. Пермь, пр-кт. Комсомольский, д. 87",1929
"г. Пермь, пр-кт. Комсомольский, д. 88",1957
"г. Пермь, пр-кт. Комсомольский, д. 89",1929
"г. Пермь, пр-кт. Комсомольский, д. 90",1938
"г. Пермь, пр-кт. Комсомольский, д. 92",1939
"г. Пермь, пр-кт. Комсомольский, д. 94",1934
"г. Пермь, пр-кт. Комсомольский, д. 96",1933
"г. Пермь, пр-кт. Комсомольский, д. 96 Лит А",1933
"г. Пермь, ул. Конноармейская, д. 32",1961
"г. Пермь, ул. Корсуньская, д. 5",1954
"г. Пермь, ул. Корсуньская, д. 9",1959
"г. Пермь, ул. Корсуньская, д. 11",1954
"г. Пермь, ул. Корсуньская, д. 15",1956
"г. Пермь, ул. Корсуньская, д. 17",1958
"г. Пермь, ул. Корсуньская, д. 19",1958
"г. Пермь, ул. Корсуньская, д. 21",1958
"г. Пермь, ул. Корсуньская, д. 23",1963
"г. Пермь, ул. Корсуньская, д. 25",1963
"г. Пермь, ул. Корсуньская, д. 27",1965
"г. Пермь, ул. Корсуньская, д. 29",1962
"г. Пермь, ул. Космонавта Беляева, д. 8",2013
"г. Пермь, ул. Космонавта Беляева, д. 9, лит. А",2017
"г. Пермь, ул. Космонавта Беляева, д. 10",1963
"г. Пермь, ул. Космонавта Беляева, д. 12",1959
"г. Пермь, ул. Космонавта Беляева, д. 20, к. а",1957
"г. Пермь, ул. Космонавта Беляева, д. 24",1956
"г. Пермь, ул. Космонавта Беляева, д. 30",1953
